year,week,firstName,lastName,position,salary,eventId
2026,4,Reid,Bowering,M,22,2026-ev-14
2026,4,Jake,Piseno,D,20,2026-ev-15
2026,4,TD,Ierlan,FO,17,2026-ev-14
2026,4,Logan,McNaney,G,43,2026-ev-15
2026,5,Nick,Washuta,G,5,2026-ev-18
2026,5,Xander,Dickson,A,25,2026-ev-17
2026,5,TJ,Malone,A,35,2026-ev-19
2026,5,Andrew,McMeekin,FO,17,2026-ev-17
2026,5,Matt,Traynor,M,22,2026-ev-17
2026,5,Bryan,Costabile,M,27,2026-ev-19
2026,5,Ajax,Zappitello,D,23,2026-ev-19
