year,week,lineup_rank,firstName,lastName,team,opponent,position,salary,sim_win160,actualPoints
2025,12,3,Ajax,Zappitello,WHP,WAT,D,27,0.4385,15.0
2025,12,3,Justin,Inacio,CHA,RED,FO,17,0.318,19.5
2025,12,4,Emmet,Carroll,WHP,WAT,G,31,0.8925,25.0
2025,12,4,Michael,Sowers,WAT,WHP,A,48,0.7953,87.0
2025,12,4,Chris,Kavanagh,RED,CHA,A,36,0.7031,45.0
2025,12,4,Zach,Currier,WAT,WHP,M,22,0.6433,12.6
2025,12,4,Matt,Brandau,WHP,WAT,M,21,0.4492,-4.0
2025,12,4,Joseph,Nardella,WHP,WAT,FO,26,0.3714,20.0
2025,12,4,Kenny,Brower,WAT,WHP,D,16,0.2961,23.0
2025,12,5,Emmet,Carroll,WHP,WAT,G,31,0.8925,25.0
2025,12,5,TJ,Malone,WHP,WAT,A,44,0.7451,16.0
2025,12,5,Zach,Currier,WAT,WHP,M,22,0.6433,12.6
2025,12,5,Rob,Pannell,WHP,WAT,A,28,0.6009,38.0
2025,12,5,Matt,Brandau,WHP,WAT,M,21,0.4492,-4.0
2025,12,5,Joseph,Nardella,WHP,WAT,FO,26,0.3714,20.0
2025,12,5,Ajax,Zappitello,WHP,WAT,D,27,0.4385,15.0
2025,13,1,Jeff,Teat,ATL,WAT,A,46,0.8772,47.0
2025,13,1,Chris,Kavanagh,RED,OUT,A,36,0.7663,18.0
2025,13,1,Logan,McNaney,OUT,RED,G,39,0.8052,25.0
2025,13,1,Trevor,Baptiste,ATL,WAT,FO,33,0.6421,8.0
2025,13,1,Zach,Currier,WAT,ATL,M,22,0.5652,15.0
2025,13,1,Jared,Bernhardt,OUT,RED,M,15,0.5471,15.0
2025,13,1,Jimmy,Freehill,WAT,ATL,D,6,0.3848,30.0
2025,13,2,Jeff,Teat,ATL,WAT,A,46,0.8772,47.0
2025,13,2,Liam,Entenmann,ATL,WAT,G,43,0.8476,56.0
2025,13,2,Trevor,Baptiste,ATL,WAT,FO,33,0.6421,8.0
2025,13,2,CJ,Kirst,WAT,ATL,A,6,0.5862,30.0
2025,13,2,Zach,Currier,WAT,ATL,M,22,0.5652,15.0
2025,13,2,Jared,Bernhardt,OUT,RED,M,15,0.5471,15.0
2025,13,2,Michael,Grace,ATL,WAT,D,13,0.4623,2.0
2025,13,3,Chris,Kavanagh,RED,OUT,A,36,0.7663,18.0
2025,13,3,Connor,Shellenberger,ATL,WAT,A,47,0.7964,55.0
2025,13,3,Logan,McNaney,OUT,RED,G,39,0.8052,25.0
2025,13,3,Trevor,Baptiste,ATL,WAT,FO,33,0.6421,8.0
2025,13,3,Zach,Currier,WAT,ATL,M,22,0.5652,15.0
2025,13,3,Jared,Bernhardt,OUT,RED,M,15,0.5471,15.0
2025,13,3,Jimmy,Freehill,WAT,ATL,D,6,0.3848,30.0
2025,13,4,Jeff,Teat,ATL,WAT,A,46,0.8772,47.0
2025,13,4,Logan,McNaney,OUT,RED,G,39,0.8052,25.0
2025,13,4,Trevor,Baptiste,ATL,WAT,FO,33,0.6421,8.0
2025,13,4,CJ,Kirst,WAT,ATL,A,6,0.5862,30.0
2025,13,4,Zach,Currier,WAT,ATL,M,22,0.5652,15.0
2025,13,4,Jared,Bernhardt,OUT,RED,M,15,0.5471,15.0
2025,13,4,Michael,Grace,ATL,WAT,D,13,0.4623,2.0
2025,13,5,Jeff,Teat,ATL,WAT,A,46,0.8772,47.0
2025,13,5,Chris,Kavanagh,RED,OUT,A,36,0.7663,18.0
2025,13,5,Logan,McNaney,OUT,RED,G,39,0.8052,25.0
2025,13,5,Trevor,Baptiste,ATL,WAT,FO,33,0.6421,8.0
2025,13,5,Jared,Bernhardt,OUT,RED,M,15,0.5471,15.0
2025,13,5,Michael,Grace,ATL,WAT,D,13,0.4623,2.0
2025,13,5,Reid,Bowering,ATL,WAT,M,17,0.3725,31.0
2025,14,1,Jeff,Teat,ATL,OUT,A,46,0.8626,71.0
2025,14,1,Liam,Entenmann,ATL,OUT,G,43,0.867,39.0
2025,14,1,Trevor,Baptiste,ATL,OUT,FO,33,0.5792,23.6
2025,14,1,Pat,Kavanagh,OUT,ATL,A,39,0.6262,38.0
2025,14,1,Jared,Bernhardt,OUT,ATL,M,15,0.4894,22.0
2025,14,1,Michael,Grace,ATL,OUT,D,13,0.4215,12.0
2025,14,1,Jonathan,Donville,OUT,ATL,M,10,0.2556,8.0
2025,14,2,Jeff,Teat,ATL,OUT,A,46,0.8626,71.0
2025,14,2,Liam,Entenmann,ATL,OUT,G,43,0.867,39.0
2025,14,2,Trevor,Baptiste,ATL,OUT,FO,33,0.5792,23.6
2025,14,2,Xander,Dickson,ATL,OUT,A,38,0.6219,27.0
2025,14,2,Jared,Bernhardt,OUT,ATL,M,15,0.4894,22.0
2025,14,2,Michael,Grace,ATL,OUT,D,13,0.4215,12.0
2025,14,2,Jonathan,Donville,OUT,ATL,M,10,0.2556,8.0
2025,14,3,Jeff,Teat,ATL,OUT,A,46,0.8626,71.0
2025,14,3,Liam,Entenmann,ATL,OUT,G,43,0.867,39.0
2025,14,3,Trevor,Baptiste,ATL,OUT,FO,33,0.5792,23.6
2025,14,3,Xander,Dickson,ATL,OUT,A,38,0.6219,27.0
2025,14,3,Michael,Grace,ATL,OUT,D,13,0.4215,12.0
2025,14,3,Reid,Bowering,ATL,OUT,M,17,0.4423,22.0
2025,14,3,Jonathan,Donville,OUT,ATL,M,10,0.2556,8.0
2025,14,4,Liam,Entenmann,ATL,OUT,G,43,0.867,39.0
2025,14,4,Connor,Shellenberger,ATL,OUT,A,47,0.8093,35.0
2025,14,4,Trevor,Baptiste,ATL,OUT,FO,33,0.5792,23.6
2025,14,4,Pat,Kavanagh,OUT,ATL,A,39,0.6262,38.0
2025,14,4,Jared,Bernhardt,OUT,ATL,M,15,0.4894,22.0
2025,14,4,Michael,Grace,ATL,OUT,D,13,0.4215,12.0
2025,14,4,Jonathan,Donville,OUT,ATL,M,10,0.2556,8.0
2025,14,5,Liam,Entenmann,ATL,OUT,G,43,0.867,39.0
2025,14,5,Trevor,Baptiste,ATL,OUT,FO,33,0.5792,23.6
2025,14,5,Xander,Dickson,ATL,OUT,A,38,0.6219,27.0
2025,14,5,Pat,Kavanagh,OUT,ATL,A,39,0.6262,38.0
2025,14,5,Jared,Bernhardt,OUT,ATL,M,15,0.4894,22.0
2025,14,5,Michael,Grace,ATL,OUT,D,13,0.4215,12.0
2025,14,5,Reid,Bowering,ATL,OUT,M,17,0.4423,22.0
2026,1,1,Connor,Shellenberger,ATL,CHA,A,47,0.8044,29.0
2026,1,1,Emmet,Carroll,WHP,WAT,G,44,0.881,13.0
2026,1,1,Michael,Sowers,WAT,WHP,A,50,0.7383,51.0
2026,1,1,Matt,Brandau,WHP,WAT,M,27,0.4941,56.0
2026,1,1,TD,Ierlan,RED,ARC,FO,23,0.4004,12.5
2026,1,1,Greg,Weyl,OUT,ARC,D,2,0.3152,10.0
2026,1,1,Chris,Aslanian,CHA,ATL,M,7,0.3981,20.0
2026,1,2,Connor,Shellenberger,ATL,CHA,A,47,0.8044,29.0
2026,1,2,Emmet,Carroll,WHP,WAT,G,44,0.881,13.0
2026,1,2,Michael,Sowers,WAT,WHP,A,50,0.7383,51.0
2026,1,2,Jared,Bernhardt,OUT,ARC,M,18,0.4713,19.0
2026,1,2,TD,Ierlan,RED,ARC,FO,23,0.4004,12.5
2026,1,2,Greg,Weyl,OUT,ARC,D,2,0.3152,10.0
2026,1,2,Chris,Aslanian,CHA,ATL,M,7,0.3981,20.0
2026,1,3,Liam,Entenmann,ATL,CHA,G,47,0.8797,47.0
2026,1,3,Connor,Shellenberger,ATL,CHA,A,47,0.8044,29.0
2026,1,3,Michael,Sowers,WAT,WHP,A,50,0.7383,51.0
2026,1,3,Jared,Bernhardt,OUT,ARC,M,18,0.4713,19.0
2026,1,3,TD,Ierlan,RED,ARC,FO,23,0.4004,12.5
2026,1,3,Greg,Weyl,OUT,ARC,D,2,0.3152,10.0
2026,1,3,Chris,Aslanian,CHA,ATL,M,7,0.3981,20.0
2026,1,4,Connor,Shellenberger,ATL,CHA,A,47,0.8044,29.0
2026,1,4,Emmet,Carroll,WHP,WAT,G,44,0.881,13.0
2026,1,4,TJ,Malone,WHP,WAT,A,43,0.7142,27.0
2026,1,4,Matt,Brandau,WHP,WAT,M,27,0.4941,56.0
2026,1,4,TD,Ierlan,RED,ARC,FO,23,0.4004,12.5
2026,1,4,Greg,Weyl,OUT,ARC,D,2,0.3152,10.0
2026,1,4,Chris,Aslanian,CHA,ATL,M,7,0.3981,20.0
2026,1,5,Liam,Entenmann,ATL,CHA,G,47,0.8797,47.0
2026,1,5,Connor,Shellenberger,ATL,CHA,A,47,0.8044,29.0
2026,1,5,TJ,Malone,WHP,WAT,A,43,0.7142,27.0
2026,1,5,Matt,Brandau,WHP,WAT,M,27,0.4941,56.0
2026,1,5,TD,Ierlan,RED,ARC,FO,23,0.4004,12.5
2026,1,5,Greg,Weyl,OUT,ARC,D,2,0.3152,10.0
2026,1,5,Chris,Aslanian,CHA,ATL,M,7,0.3981,20.0
2026,2,1,Connor,Shellenberger,ATL,WHP,A,46,0.8303,10.0
2026,2,1,Blaze,Riorden,CHA,CAN,G,43,0.8744,18.0
2026,2,1,TJ,Malone,WHP,ATL,A,32,0.748,8.0
2026,2,1,Matt,Brandau,WHP,ATL,M,26,0.4854,10.0
2026,2,1,Zach,Currier,WAT,CAN,M,16,0.5121,24.6
2026,2,1,Kenny,Brower,WAT,CAN,D,15,0.4336,1.0
2026,2,1,TD,Ierlan,RED,OUT,FO,18,0.3874,8.1
2026,2,2,Connor,Shellenberger,ATL,WHP,A,46,0.8303,10.0
2026,2,2,Logan,McNaney,OUT,RED,G,38,0.8679,51.0
2026,2,2,TJ,Malone,WHP,ATL,A,32,0.748,8.0
2026,2,2,Matt,Brandau,WHP,ATL,M,26,0.4854,10.0
2026,2,2,Zach,Currier,WAT,CAN,M,16,0.5121,24.6
2026,2,2,Kenny,Brower,WAT,CAN,D,15,0.4336,1.0
2026,2,2,TD,Ierlan,RED,OUT,FO,18,0.3874,8.1
2026,2,3,Blaze,Riorden,CHA,CAN,G,43,0.8744,18.0
2026,2,3,TJ,Malone,WHP,ATL,A,32,0.748,8.0
2026,2,3,Michael,Sowers,WAT,CAN,A,50,0.8015,22.0
2026,2,3,Matt,Brandau,WHP,ATL,M,26,0.4854,10.0
2026,2,3,Zach,Currier,WAT,CAN,M,16,0.5121,24.6
2026,2,3,Kenny,Brower,WAT,CAN,D,15,0.4336,1.0
2026,2,3,TD,Ierlan,RED,OUT,FO,18,0.3874,8.1
2026,2,4,Logan,McNaney,OUT,RED,G,38,0.8679,51.0
2026,2,4,TJ,Malone,WHP,ATL,A,32,0.748,8.0
2026,2,4,Michael,Sowers,WAT,CAN,A,50,0.8015,22.0
2026,2,4,Matt,Brandau,WHP,ATL,M,26,0.4854,10.0
2026,2,4,Zach,Currier,WAT,CAN,M,16,0.5121,24.6
2026,2,4,Kenny,Brower,WAT,CAN,D,15,0.4336,1.0
2026,2,4,TD,Ierlan,RED,OUT,FO,18,0.3874,8.1
2026,2,5,Connor,Shellenberger,ATL,WHP,A,46,0.8303,10.0
2026,2,5,Logan,McNaney,OUT,RED,G,38,0.8679,51.0
2026,2,5,Asher,Nolting,CAN,CHA,A,39,0.716,8.0
2026,2,5,Matt,Brandau,WHP,ATL,M,26,0.4854,10.0
2026,2,5,Zach,Currier,WAT,CAN,M,16,0.5121,24.6
2026,2,5,Kenny,Brower,WAT,CAN,D,15,0.4336,1.0
2026,2,5,TD,Ierlan,RED,OUT,FO,18,0.3874,8.1
2026,3,1,Brian,Kelly,CAN,WHP,A,20,0.7328,23.0
2026,3,1,Brett,Dobson,ARC,WHP,G,45,0.9783,34.0
2026,3,1,Mitchell,Dunham,ARC,WHP,D,14,0.619,1.0
2026,3,1,Connor,Shellenberger,ATL,OUT,A,42,0.7307,17.0
2026,3,1,Trevor,Baptiste,ATL,OUT,FO,26,0.5958,9.1
2026,3,1,Zach,Currier,WAT,CHA,M,18,0.5877,15.8
2026,3,1,Matt,Campbell,CAN,WHP,M,29,0.4592,10.0
2026,3,2,Brian,Kelly,CAN,WHP,A,20,0.7328,23.0
2026,3,2,Brett,Dobson,ARC,WHP,G,45,0.9783,34.0
2026,3,2,Mitchell,Dunham,ARC,WHP,D,14,0.619,1.0
2026,3,2,Michael,Sowers,WAT,CHA,A,46,0.724,19.0
2026,3,2,Trevor,Baptiste,ATL,OUT,FO,26,0.5958,9.1
2026,3,2,Zach,Currier,WAT,CHA,M,18,0.5877,15.8
2026,3,2,Matt,Campbell,CAN,WHP,M,29,0.4592,10.0
2026,3,3,Brian,Kelly,CAN,WHP,A,20,0.7328,23.0
2026,3,3,Brett,Dobson,ARC,WHP,G,45,0.9783,34.0
2026,3,3,Mitchell,Dunham,ARC,WHP,D,14,0.619,1.0
2026,3,3,Connor,Shellenberger,ATL,OUT,A,42,0.7307,17.0
2026,3,3,Trevor,Baptiste,ATL,OUT,FO,26,0.5958,9.1
2026,3,3,Zach,Currier,WAT,CHA,M,18,0.5877,15.8
2026,3,3,Matt,Traynor,ATL,OUT,M,23,0.4506,10.0
2026,3,4,Brian,Kelly,CAN,WHP,A,20,0.7328,23.0
2026,3,4,Brett,Dobson,ARC,WHP,G,45,0.9783,34.0
2026,3,4,Mitchell,Dunham,ARC,WHP,D,14,0.619,1.0
2026,3,4,Coulter,Mackesy,CAN,WHP,A,39,0.7168,26.0
2026,3,4,Trevor,Baptiste,ATL,OUT,FO,26,0.5958,9.1
2026,3,4,Zach,Currier,WAT,CHA,M,18,0.5877,15.8
2026,3,4,Matt,Campbell,CAN,WHP,M,29,0.4592,10.0
2026,3,5,Brian,Kelly,CAN,WHP,A,20,0.7328,23.0
2026,3,5,Brett,Dobson,ARC,WHP,G,45,0.9783,34.0
2026,3,5,Mitchell,Dunham,ARC,WHP,D,14,0.619,1.0
2026,3,5,Michael,Sowers,WAT,CHA,A,46,0.724,19.0
2026,3,5,Trevor,Baptiste,ATL,OUT,FO,26,0.5958,9.1
2026,3,5,Zach,Currier,WAT,CHA,M,18,0.5877,15.8
2026,3,5,Matt,Traynor,ATL,OUT,M,23,0.4506,10.0
2026,4,1,Jared,Bernhardt,OUT,CHA,A,30,0.8492,0.0
2026,4,1,Brett,Dobson,ARC,CHA,G,44,1.0,44.0
2026,4,1,Michael,Sowers,WAT,CAN,A,44,0.7754,43.0
2026,4,1,Mitchell,Dunham,ARC,CHA,D,14,0.4858,2.0
2026,4,1,Trevor,Baptiste,ATL,RED,FO,23,0.5389,16.7
2026,4,1,Tom,Schreiber,ARC,CHA,M,14,0.5463,0.0
2026,4,1,Zach,Currier,WAT,CAN,M,20,0.5659,23.0
2026,4,2,Jared,Bernhardt,OUT,CHA,A,30,0.8492,0.0
2026,4,2,Brett,Dobson,ARC,CHA,G,44,1.0,44.0
2026,4,2,Mitchell,Dunham,ARC,CHA,D,14,0.4858,2.0
2026,4,2,Coulter,Mackesy,CAN,WAT,A,39,0.7612,23.0
2026,4,2,Trevor,Baptiste,ATL,RED,FO,23,0.5389,16.7
2026,4,2,Tom,Schreiber,ARC,CHA,M,14,0.5463,0.0
2026,4,2,Zach,Currier,WAT,CAN,M,20,0.5659,23.0
2026,4,3,Jared,Bernhardt,OUT,CHA,A,30,0.8492,0.0
2026,4,3,Brett,Dobson,ARC,CHA,G,44,1.0,44.0
2026,4,3,Michael,Sowers,WAT,CAN,A,44,0.7754,43.0
2026,4,3,Trevor,Baptiste,ATL,RED,FO,23,0.5389,16.7
2026,4,3,Tom,Schreiber,ARC,CHA,M,14,0.5463,0.0
2026,4,3,Zach,Currier,WAT,CAN,M,20,0.5659,23.0
2026,4,3,Ethan,Rall,CAN,WAT,D,18,0.4631,14.0
2026,4,4,Jared,Bernhardt,OUT,CHA,A,30,0.8492,0.0
2026,4,4,Logan,McNaney,OUT,CHA,G,43,0.9738,46.0
2026,4,4,Michael,Sowers,WAT,CAN,A,44,0.7754,43.0
2026,4,4,Mitchell,Dunham,ARC,CHA,D,14,0.4858,2.0
2026,4,4,Trevor,Baptiste,ATL,RED,FO,23,0.5389,16.7
2026,4,4,Tom,Schreiber,ARC,CHA,M,14,0.5463,0.0
2026,4,4,Zach,Currier,WAT,CAN,M,20,0.5659,23.0
2026,4,5,Jared,Bernhardt,OUT,CHA,A,30,0.8492,0.0
2026,4,5,Brett,Dobson,ARC,CHA,G,44,1.0,44.0
2026,4,5,Coulter,Mackesy,CAN,WAT,A,39,0.7612,23.0
2026,4,5,Trevor,Baptiste,ATL,RED,FO,23,0.5389,16.7
2026,4,5,Tom,Schreiber,ARC,CHA,M,14,0.5463,0.0
2026,4,5,Zach,Currier,WAT,CAN,M,20,0.5659,23.0
2026,4,5,Ethan,Rall,CAN,WAT,D,18,0.4631,14.0
2026,5,1,Brett,Dobson,ARC,RED,G,48,0.9682,55.0
2026,5,1,Chris,Kavanagh,RED,ARC,A,39,0.7522,66.0
2026,5,1,Coulter,Mackesy,CAN,ATL,A,40,0.8033,1.0
2026,5,1,Andrew,McMeekin,CAN,ATL,FO,17,0.5229,32.3
2026,5,1,Eric,Kolar,WHP,ATL,D,6,0.3899,1.0
2026,5,1,Andrew,McAdorey,RED,ARC,M,24,0.4285,8.0
2026,5,1,Matt,Traynor,ATL,WHP,M,17,0.4528,7.0
2026,5,2,Brett,Dobson,ARC,RED,G,48,0.9682,55.0
2026,5,2,Chris,Kavanagh,RED,ARC,A,39,0.7522,66.0
2026,5,2,Coulter,Mackesy,CAN,ATL,A,40,0.8033,1.0
2026,5,2,Andrew,McMeekin,CAN,ATL,FO,17,0.5229,32.3
2026,5,2,Mitchell,Dunham,ARC,RED,D,12,0.3867,12.0
2026,5,2,Andrew,McAdorey,RED,ARC,M,24,0.4285,8.0
2026,5,2,Matt,Traynor,ATL,WHP,M,17,0.4528,7.0
2026,5,3,Brett,Dobson,ARC,RED,G,48,0.9682,55.0
2026,5,3,TJ,Malone,WHP,ATL,A,35,0.7314,33.0
2026,5,3,Coulter,Mackesy,CAN,ATL,A,40,0.8033,1.0
2026,5,3,Andrew,McMeekin,CAN,ATL,FO,17,0.5229,32.3
2026,5,3,Eric,Kolar,WHP,ATL,D,6,0.3899,1.0
2026,5,3,Andrew,McAdorey,RED,ARC,M,24,0.4285,8.0
2026,5,3,Matt,Traynor,ATL,WHP,M,17,0.4528,7.0
2026,5,4,Brett,Dobson,ARC,RED,G,48,0.9682,55.0
2026,5,4,TJ,Malone,WHP,ATL,A,35,0.7314,33.0
2026,5,4,Coulter,Mackesy,CAN,ATL,A,40,0.8033,1.0
2026,5,4,Andrew,McMeekin,CAN,ATL,FO,17,0.5229,32.3
2026,5,4,Mitchell,Dunham,ARC,RED,D,12,0.3867,12.0
2026,5,4,Andrew,McAdorey,RED,ARC,M,24,0.4285,8.0
2026,5,4,Matt,Traynor,ATL,WHP,M,17,0.4528,7.0
2026,5,5,Brett,Dobson,ARC,RED,G,48,0.9682,55.0
2026,5,5,Chris,Kavanagh,RED,ARC,A,39,0.7522,66.0
2026,5,5,Coulter,Mackesy,CAN,ATL,A,40,0.8033,1.0
2026,5,5,Andrew,McMeekin,CAN,ATL,FO,17,0.5229,32.3
2026,5,5,Eric,Kolar,WHP,ATL,D,6,0.3899,1.0
2026,5,5,Matt,Traynor,ATL,WHP,M,17,0.4528,7.0
2026,5,5,Bryan,Costabile,ATL,WHP,M,27,0.3854,44.0
2026,6,1,Brett,Dobson,ARC,WAT,G,48,0.9774,39.0
2026,6,1,Chris,Kavanagh,RED,CAN,A,49,0.8062,34.0
2026,6,1,Leo,Johnson,ARC,WAT,M,18,0.5723,7.0
2026,6,1,TJ,Malone,WHP,OUT,A,34,0.7633,18.0
2026,6,1,Andrew,McMeekin,CAN,RED,FO,22,0.5023,23.4
2026,6,1,Truitt,Sunderland,WHP,OUT,M,14,0.4495,10.0
2026,6,1,Owen,Grant,CAN,RED,D,15,0.4238,7.0
2026,6,2,Chris,Kavanagh,RED,CAN,A,49,0.8062,34.0
2026,6,2,Logan,McNaney,OUT,WHP,G,44,0.9263,44.0
2026,6,2,Leo,Johnson,ARC,WAT,M,18,0.5723,7.0
2026,6,2,TJ,Malone,WHP,OUT,A,34,0.7633,18.0
2026,6,2,Andrew,McMeekin,CAN,RED,FO,22,0.5023,23.4
2026,6,2,Truitt,Sunderland,WHP,OUT,M,14,0.4495,10.0
2026,6,2,Owen,Grant,CAN,RED,D,15,0.4238,7.0
2026,6,3,Chris,Kavanagh,RED,CAN,A,49,0.8062,34.0
2026,6,3,Leo,Johnson,ARC,WAT,M,18,0.5723,7.0
2026,6,3,Emmet,Carroll,WHP,OUT,G,38,0.8662,19.0
2026,6,3,TJ,Malone,WHP,OUT,A,34,0.7633,18.0
2026,6,3,Andrew,McMeekin,CAN,RED,FO,22,0.5023,23.4
2026,6,3,Andrew,McAdorey,RED,CHA,M,24,0.4942,-2.2
2026,6,3,Owen,Grant,CAN,RED,D,15,0.4238,7.0
2026,6,4,Chris,Kavanagh,RED,CAN,A,49,0.8062,34.0
2026,6,4,Logan,McNaney,OUT,WHP,G,44,0.9263,44.0
2026,6,4,Leo,Johnson,ARC,WAT,M,18,0.5723,7.0
2026,6,4,TJ,Malone,WHP,OUT,A,34,0.7633,18.0
2026,6,4,Andrew,McMeekin,CAN,RED,FO,22,0.5023,23.4
2026,6,4,Jack,Hannah,WAT,ARC,M,15,0.4318,20.0
2026,6,4,Owen,Grant,CAN,RED,D,15,0.4238,7.0
2026,6,5,Brett,Dobson,ARC,WAT,G,48,0.9774,39.0
2026,6,5,Chris,Kavanagh,RED,CAN,A,49,0.8062,34.0
2026,6,5,Leo,Johnson,ARC,WAT,M,18,0.5723,7.0
2026,6,5,TJ,Malone,WHP,OUT,A,34,0.7633,18.0
2026,6,5,Andrew,McMeekin,CAN,RED,FO,22,0.5023,23.4
2026,6,5,Graydon,Hogg,CAN,RED,M,12,0.3738,7.0
2026,6,5,Owen,Grant,CAN,RED,D,15,0.4238,7.0
2026,8,1,Logan,McNaney,OUT,CAN,G,44,0.9497,19.0
2026,8,1,Michael,Sowers,WAT,RED,A,43,0.805,53.0
2026,8,1,Sam,King,ARC,ATL,M,26,0.5477,39.0
2026,8,1,Ty,English,CHA,WHP,D,18,0.5628,33.0
2026,8,1,Kieran,McArdle,WAT,RED,A,26,0.6234,30.0
2026,8,1,Andrew,McMeekin,CAN,OUT,FO,25,0.5278,37.4
2026,8,1,Matt,Collison,WAT,RED,M,18,0.459,7.0
2026,8,2,Brett,Dobson,ARC,ATL,G,45,0.9777,24.0
2026,8,2,Michael,Sowers,WAT,RED,A,43,0.805,53.0
2026,8,2,Sam,King,ARC,ATL,M,26,0.5477,39.0
2026,8,2,Ty,English,CHA,WHP,D,18,0.5628,33.0
2026,8,2,Kieran,McArdle,WAT,RED,A,26,0.6234,30.0
2026,8,2,Andrew,McMeekin,CAN,OUT,FO,25,0.5278,37.4
2026,8,2,Jack,Regnery,CAN,OUT,M,17,0.4198,30.0
2026,8,3,Brett,Dobson,ARC,ATL,G,45,0.9777,24.0
2026,8,3,Michael,Sowers,WAT,RED,A,43,0.805,53.0
2026,8,3,Ty,English,CHA,WHP,D,18,0.5628,33.0
2026,8,3,TJ,Malone,WHP,CHA,A,32,0.6637,72.0
2026,8,3,Andrew,McMeekin,CAN,OUT,FO,25,0.5278,37.4
2026,8,3,Matt,Collison,WAT,RED,M,18,0.459,7.0
2026,8,3,Matt,Traynor,ATL,ARC,M,19,0.4512,8.0
2026,8,4,Brett,Dobson,ARC,ATL,G,45,0.9777,24.0
2026,8,4,Brennan,O'Neill,OUT,CAN,A,36,0.7066,50.0
2026,8,4,Sam,King,ARC,ATL,M,26,0.5477,39.0
2026,8,4,Ty,English,CHA,WHP,D,18,0.5628,33.0
2026,8,4,TJ,Malone,WHP,CHA,A,32,0.6637,72.0
2026,8,4,Andrew,McMeekin,CAN,OUT,FO,25,0.5278,37.4
2026,8,4,Matt,Collison,WAT,RED,M,18,0.459,7.0
2026,8,5,Brett,Dobson,ARC,ATL,G,45,0.9777,24.0
2026,8,5,Michael,Sowers,WAT,RED,A,43,0.805,53.0
2026,8,5,Ty,English,CHA,WHP,D,18,0.5628,33.0
2026,8,5,Xander,Dickson,ATL,ARC,A,30,0.6508,7.0
2026,8,5,Andrew,McMeekin,CAN,OUT,FO,25,0.5278,37.4
2026,8,5,Matt,Collison,WAT,RED,M,18,0.459,7.0
2026,8,5,Josh,Yago,WAT,RED,M,20,0.4619,29.0
2026,9,1,Blaze,Riorden,CHA,OUT,G,43,0.9414,20.0
2026,9,1,Connor,Shellenberger,ATL,CAN,A,39,0.8296,30.0
2026,9,1,Trevor,Baptiste,ATL,CAN,FO,25,0.5892,12.0
2026,9,1,Ty,English,CHA,OUT,D,28,0.5761,11.0
2026,9,1,Kieran,McArdle,WAT,ARC,A,23,0.6431,38.0
2026,9,1,Josh,Yago,WAT,ARC,M,22,0.5209,0.0
2026,9,1,Andrew,McAdorey,RED,WHP,M,20,0.4724,-1.0
2026,9,2,Brett,Dobson,ARC,WAT,G,45,1.0,23.0
2026,9,2,Connor,Shellenberger,ATL,CAN,A,39,0.8296,30.0
2026,9,2,Trevor,Baptiste,ATL,CAN,FO,25,0.5892,12.0
2026,9,2,Ty,English,CHA,OUT,D,28,0.5761,11.0
2026,9,2,Kieran,McArdle,WAT,ARC,A,23,0.6431,38.0
2026,9,2,Josh,Yago,WAT,ARC,M,22,0.5209,0.0
2026,9,2,Matt,Traynor,ATL,CAN,M,16,0.4097,40.0
2026,9,3,Brett,Dobson,ARC,WAT,G,45,1.0,23.0
2026,9,3,Connor,Shellenberger,ATL,CAN,A,39,0.8296,30.0
2026,9,3,Trevor,Baptiste,ATL,CAN,FO,25,0.5892,12.0
2026,9,3,Ty,English,CHA,OUT,D,28,0.5761,11.0
2026,9,3,Kieran,McArdle,WAT,ARC,A,23,0.6431,38.0
2026,9,3,Zach,Currier,WAT,ARC,M,25,0.5369,12.5
2026,9,3,Jack,Hannah,WAT,ARC,M,15,0.3915,20.0
2026,9,4,Brett,Dobson,ARC,WAT,G,45,1.0,23.0
2026,9,4,Connor,Shellenberger,ATL,CAN,A,39,0.8296,30.0
2026,9,4,Andrew,McMeekin,CAN,ATL,FO,30,0.6381,6.5
2026,9,4,Ty,English,CHA,OUT,D,28,0.5761,11.0
2026,9,4,Kieran,McArdle,WAT,ARC,A,23,0.6431,38.0
2026,9,4,Josh,Yago,WAT,ARC,M,22,0.5209,0.0
2026,9,4,Graydon,Hogg,CAN,ATL,M,13,0.3499,20.0
2026,9,5,Brett,Dobson,ARC,WAT,G,45,1.0,23.0
2026,9,5,Connor,Shellenberger,ATL,CAN,A,39,0.8296,30.0
2026,9,5,Andrew,McMeekin,CAN,ATL,FO,30,0.6381,6.5
2026,9,5,Ty,English,CHA,OUT,D,28,0.5761,11.0
2026,9,5,Kieran,McArdle,WAT,ARC,A,23,0.6431,38.0
2026,9,5,Josh,Yago,WAT,ARC,M,22,0.5209,0.0
2026,9,5,Teddy,Malone,CHA,OUT,M,12,0.3454,38.0
2026,10,1,Brett,Dobson,ARC,WHP,G,44,0.9977,59.0
2026,10,1,Connor,Shellenberger,ATL,WAT,A,39,0.8446,7.0
2026,10,1,Trevor,Baptiste,ATL,WAT,FO,22,0.5983,4.6
2026,10,1,Coulter,Mackesy,CAN,CHA,A,42,0.8393,-5.0
2026,10,1,Teddy,Malone,CHA,CAN,M,17,0.4977,53.0
2026,10,1,Ryan,Stines,ARC,WHP,M,24,0.5617,31.0
2026,10,1,Mason,Woodward,ARC,WHP,D,12,0.3417,37.0
