year,week,lineup_rank,firstName,lastName,position,salary,eventId,actualPoints
2026,3,4,Matt,Brandau,M,24,2026-ev-11,4.0
2026,3,4,Trevor,Baptiste,FO,26,2026-ev-10,9.1
2026,3,5,Brian,Kelly,A,20,2026-ev-9,23.0
2026,3,5,Brett,Dobson,G,45,2026-ev-11,34.0
2026,3,5,Mitchell,Dunham,D,14,2026-ev-11,1.0
2026,3,5,Owen,Hiltz,A,39,2026-ev-12,11.0
2026,3,5,Zach,Currier,M,18,2026-ev-12,15.8
2026,3,5,Matt,Brandau,M,24,2026-ev-11,4.0
2026,3,5,Trevor,Baptiste,FO,26,2026-ev-10,9.1
2026,4,1,Blaze,Riorden,G,44,2026-ev-15,31.0
2026,4,1,Michael,Sowers,A,44,2026-ev-16,43.0
2026,4,1,Andrew,McAdorey,M,24,2026-ev-14,28.0
2026,4,1,Sam,King,A,23,2026-ev-13,2.0
2026,4,1,Brian,Tevlin,D,17,2026-ev-14,10.0
2026,4,1,TD,Ierlan,FO,17,2026-ev-14,6.6
2026,4,1,Chad,Palumbo,M,17,2026-ev-13,25.0
2026,4,2,Liam,Entenmann,G,50,2026-ev-14,10.0
2026,4,2,Owen,Hiltz,A,35,2026-ev-13,8.0
2026,4,2,Brian,Kelly,A,23,2026-ev-16,-7.0
2026,4,2,Mitchell,Dunham,D,14,2026-ev-13,2.0
2026,4,2,Zach,Currier,M,20,2026-ev-16,23.0
2026,4,2,Andrew,McAdorey,M,24,2026-ev-14,28.0
2026,4,2,Trevor,Baptiste,FO,23,2026-ev-14,16.7
2026,4,3,Liam,Entenmann,G,50,2026-ev-14,10.0
2026,4,3,Chris,Kavanagh,A,43,2026-ev-14,29.0
2026,4,3,Brian,Kelly,A,23,2026-ev-16,-7.0
2026,4,3,Mitchell,Dunham,D,14,2026-ev-13,2.0
2026,4,3,Zach,Currier,M,20,2026-ev-16,23.0
2026,4,3,Andrew,McAdorey,M,24,2026-ev-14,28.0
2026,4,3,Trevor,Baptiste,FO,23,2026-ev-14,16.7
2026,4,4,Blaze,Riorden,G,44,2026-ev-15,31.0
2026,4,4,CJ,Kirst,A,47,2026-ev-16,66.0
2026,4,4,Brian,Kelly,A,23,2026-ev-16,-7.0
2026,4,4,Mitchell,Dunham,D,14,2026-ev-13,2.0
2026,4,4,Zach,Currier,M,20,2026-ev-16,23.0
2026,4,4,Andrew,McAdorey,M,24,2026-ev-14,28.0
2026,4,4,Trevor,Baptiste,FO,23,2026-ev-14,16.7
2026,4,5,Blaze,Riorden,G,44,2026-ev-15,31.0
2026,4,5,CJ,Kirst,A,47,2026-ev-16,66.0
2026,4,5,Owen,Hiltz,A,35,2026-ev-13,8.0
2026,4,5,Mitchell,Dunham,D,14,2026-ev-13,2.0
2026,4,5,Zach,Currier,M,20,2026-ev-16,23.0
2026,4,5,Trevor,Baptiste,FO,23,2026-ev-14,16.7
2026,4,5,Jack,Hannah,M,16,2026-ev-16,19.0
2026,5,1,Joey,Spallina,A,27,2026-ev-19,11.0
2026,5,1,Emmet,Carroll,G,41,2026-ev-19,29.0
2026,5,1,Rob,Pannell,A,28,2026-ev-19,61.0
2026,5,1,Bryan,Costabile,M,32,2026-ev-17,10.5
2026,5,1,Andrew,McAdorey,M,24,2026-ev-18,8.0
2026,5,1,TD,Ierlan,FO,20,2026-ev-18,40.7
2026,5,1,Brian,Tevlin,D,16,2026-ev-18,23.5
2026,5,2,Brett,Dobson,G,48,2026-ev-18,55.0
2026,5,2,Joey,Spallina,A,27,2026-ev-19,11.0
