year,week,lineup_rank,firstName,lastName,position,salary,eventId,actualPoints
2025,3,4,Kenny,Brower,D,11,2025-ev-12,11.0
2025,3,4,Justin,Anderson,M,17,2025-ev-12,1.0
2025,3,5,Jeff,Teat,A,49,2025-ev-11,4.0
2025,3,5,Dylan,Molloy,A,39,2025-ev-10,39.0
2025,3,5,Brendan,Krebs,G,13,2025-ev-11,26.0
2025,3,5,Trevor,Baptiste,FO,37,2025-ev-11,20.2
2025,3,5,Kenny,Brower,D,11,2025-ev-12,11.0
2025,3,5,Zach,Currier,M,27,2025-ev-12,-3.0
2025,3,5,Graham,Bundy,M,21,2025-ev-12,10.0
2025,4,1,Blaze,Riorden,G,48,2025-ev-16,0.0
2025,4,1,Jeff,Teat,A,41,2025-ev-13,93.0
2025,4,1,Trevor,Baptiste,FO,35,2025-ev-13,12.4
2025,4,1,Scott,Smith,D,18,2025-ev-16,11.0
2025,4,1,Zach,Currier,M,19,2025-ev-13,29.0
2025,4,1,Mac,O'Keefe,A,15,2025-ev-15,22.0
2025,4,1,Grant,Ament,M,21,2025-ev-15,5.0
2025,4,2,Blaze,Riorden,G,48,2025-ev-16,0.0
2025,4,2,Jeff,Teat,A,41,2025-ev-13,93.0
2025,4,2,Trevor,Baptiste,FO,35,2025-ev-13,12.4
2025,4,2,Scott,Smith,D,18,2025-ev-16,11.0
2025,4,2,Zach,Currier,M,19,2025-ev-13,29.0
2025,4,2,Mac,O'Keefe,A,15,2025-ev-15,22.0
2025,4,2,Connor,Kelly,M,21,2025-ev-13,-2.0
2025,4,3,Blaze,Riorden,G,48,2025-ev-16,0.0
2025,4,3,Jeff,Teat,A,41,2025-ev-13,93.0
2025,4,3,Trevor,Baptiste,FO,35,2025-ev-13,12.4
2025,4,3,Scott,Smith,D,18,2025-ev-16,11.0
2025,4,3,Zach,Currier,M,19,2025-ev-13,29.0
2025,4,3,Mac,O'Keefe,A,15,2025-ev-15,22.0
2025,4,3,Graham,Bundy,M,20,2025-ev-15,20.0
2025,4,4,Jeff,Teat,A,41,2025-ev-13,93.0
2025,4,4,TJ,Malone,A,46,2025-ev-16,7.0
2025,4,4,Trevor,Baptiste,FO,35,2025-ev-13,12.4
2025,4,4,Scott,Smith,D,18,2025-ev-16,11.0
2025,4,4,Colin,Kirst,G,20,2025-ev-14,37.0
2025,4,4,Zach,Currier,M,19,2025-ev-13,29.0
2025,4,4,Connor,Kelly,M,21,2025-ev-13,-2.0
2025,4,5,Jeff,Teat,A,41,2025-ev-13,93.0
2025,4,5,TJ,Malone,A,46,2025-ev-16,7.0
2025,4,5,Trevor,Baptiste,FO,35,2025-ev-13,12.4
2025,4,5,Scott,Smith,D,18,2025-ev-16,11.0
2025,4,5,Colin,Kirst,G,20,2025-ev-14,37.0
2025,4,5,Zach,Currier,M,19,2025-ev-13,29.0
2025,4,5,Graham,Bundy,M,20,2025-ev-15,20.0
2025,5,1,Dylan,Molloy,A,46,2025-ev-17,17.0
2025,5,1,Chris,Kavanagh,A,42,2025-ev-17,33.0
2025,5,1,Brett,Dobson,G,45,2025-ev-18,31.0
2025,5,1,Trevor,Baptiste,FO,33,2025-ev-18,40.7
2025,5,1,Zach,Currier,M,19,2025-ev-19,10.5
2025,5,1,Mason,Woodward,D,9,2025-ev-18,19.0
2025,5,1,Justin,Anderson,M,6,2025-ev-17,29.0
2025,5,2,Dylan,Molloy,A,46,2025-ev-17,17.0
2025,5,2,Chris,Kavanagh,A,42,2025-ev-17,33.0
2025,5,2,Logan,McNaney,G,41,2025-ev-17,44.0
2025,5,2,Trevor,Baptiste,FO,33,2025-ev-18,40.7
2025,5,2,Zach,Currier,M,19,2025-ev-19,10.5
2025,5,2,Jesse,Bernhardt,D,12,2025-ev-17,2.0
2025,5,2,Justin,Anderson,M,6,2025-ev-17,29.0
2025,5,3,Dylan,Molloy,A,46,2025-ev-17,17.0
2025,5,3,Chris,Kavanagh,A,42,2025-ev-17,33.0
2025,5,3,Trevor,Baptiste,FO,33,2025-ev-18,40.7
2025,5,3,Colin,Kirst,G,17,2025-ev-20,35.0
2025,5,3,Zach,Currier,M,19,2025-ev-19,10.5
2025,5,3,Tom,Schreiber,M,28,2025-ev-18,-6.0
2025,5,3,Jesse,Bernhardt,D,12,2025-ev-17,2.0
2025,5,4,Dylan,Molloy,A,46,2025-ev-17,17.0
2025,5,4,Chris,Kavanagh,A,42,2025-ev-17,33.0
2025,5,4,Logan,McNaney,G,41,2025-ev-17,44.0
2025,5,4,Trevor,Baptiste,FO,33,2025-ev-18,40.7
2025,5,4,Zach,Currier,M,19,2025-ev-19,10.5
2025,5,4,Mason,Woodward,D,9,2025-ev-18,19.0
2025,5,4,Justin,Anderson,M,6,2025-ev-17,29.0
2025,5,5,Dylan,Molloy,A,46,2025-ev-17,17.0
2025,5,5,Chris,Kavanagh,A,42,2025-ev-17,33.0
2025,5,5,Trevor,Baptiste,FO,33,2025-ev-18,40.7
2025,5,5,Colin,Kirst,G,17,2025-ev-20,35.0
2025,5,5,Zach,Currier,M,19,2025-ev-19,10.5
2025,5,5,Tom,Schreiber,M,28,2025-ev-18,-6.0
2025,5,5,Mason,Woodward,D,9,2025-ev-18,19.0
2025,7,1,Brett,Dobson,G,41,2025-ev-24,35.0
2025,7,1,TJ,Malone,A,45,2025-ev-26,12.0
2025,7,1,Jeff,Teat,A,41,2025-ev-23,55.0
2025,7,1,Trevor,Baptiste,FO,35,2025-ev-23,17.6
2025,7,1,Zach,Currier,M,16,2025-ev-24,11.3
2025,7,1,Scott,Smith,D,8,2025-ev-25,0.0
2025,7,1,Grant,Ament,M,12,2025-ev-24,39.0
2025,7,2,Logan,McNaney,G,42,2025-ev-26,56.0
2025,7,2,Jeff,Teat,A,41,2025-ev-23,55.0
2025,7,2,Connor,Shellenberger,A,42,2025-ev-23,70.0
2025,7,2,Trevor,Baptiste,FO,35,2025-ev-23,17.6
2025,7,2,Zach,Currier,M,16,2025-ev-24,11.3
2025,7,2,Scott,Smith,D,8,2025-ev-25,0.0
2025,7,2,Tre,Leclaire,M,10,2025-ev-24,23.0
2025,7,3,Logan,McNaney,G,42,2025-ev-26,56.0
2025,7,3,Jeff,Teat,A,41,2025-ev-23,55.0
2025,7,3,Connor,Shellenberger,A,42,2025-ev-23,70.0
2025,7,3,Trevor,Baptiste,FO,35,2025-ev-23,17.6
2025,7,3,Zach,Currier,M,16,2025-ev-24,11.3
2025,7,3,Scott,Smith,D,8,2025-ev-25,0.0
2025,7,3,Jared,Bernhardt,M,15,2025-ev-26,32.0
2025,7,4,Logan,McNaney,G,42,2025-ev-26,56.0
2025,7,4,Jeff,Teat,A,41,2025-ev-23,55.0
2025,7,4,TJ,Malone,A,45,2025-ev-26,12.0
2025,7,4,Trevor,Baptiste,FO,35,2025-ev-23,17.6
2025,7,4,Zach,Currier,M,16,2025-ev-24,11.3
2025,7,4,Scott,Smith,D,8,2025-ev-25,0.0
2025,7,4,Tre,Leclaire,M,10,2025-ev-24,23.0
2025,7,5,Logan,McNaney,G,42,2025-ev-26,56.0
2025,7,5,Jeff,Teat,A,41,2025-ev-23,55.0
2025,7,5,Connor,Shellenberger,A,42,2025-ev-23,70.0
2025,7,5,Trevor,Baptiste,FO,35,2025-ev-23,17.6
2025,7,5,Zach,Currier,M,16,2025-ev-24,11.3
2025,7,5,Scott,Smith,D,8,2025-ev-25,0.0
2025,7,5,Grant,Ament,M,12,2025-ev-24,39.0
2025,8,1,Jeff,Teat,A,42,2025-ev-27,56.0
2025,8,1,TJ,Malone,A,41,2025-ev-30,52.0
2025,8,1,Zach,Currier,M,18,2025-ev-30,32.0
2025,8,1,Jonathan,Donville,M,2,2025-ev-29,2.0
2025,8,1,Ajax,Zappitello,D,26,2025-ev-30,36.0
2025,8,1,Trevor,Baptiste,FO,30,2025-ev-27,11.3
