year,week,lineup_rank,firstName,lastName,team,opponent,position,salary,sim_p90,actualPoints
2025,11,4,Owen,Hiltz,CHA,ARC,A,48,71.92069038734101,4.0
2025,11,4,Trevor,Baptiste,ATL,WAT,FO,23,64.13110882344539,63.8
2025,11,4,Colin,Kirst,CAN,WHP,G,7,55.67702846220874,17.0
2025,11,4,Zach,Currier,WAT,ATL,M,16,48.63095537866058,13.5
2025,11,4,Andrew,McAdorey,RED,CAN,M,29,60.71804227068672,43.3
2025,11,4,Ethan,Rall,CAN,RED,D,21,40.26164703066414,1.0
2025,11,5,Jeff,Teat,ATL,WAT,A,45,80.42540172326106,41.0
2025,11,5,Owen,Hiltz,CHA,ARC,A,48,71.92069038734101,4.0
2025,11,5,Trevor,Baptiste,ATL,WAT,FO,23,64.13110882344539,63.8
2025,11,5,Colin,Kirst,CAN,WHP,G,7,55.67702846220874,17.0
2025,11,5,Andrew,McAdorey,RED,CAN,M,29,60.71804227068672,43.3
2025,11,5,Garrett,Epple,CAN,RED,D,18,43.95622500795752,0.0
2025,11,5,Ross,Scott,CHA,ARC,M,22,44.92655334857475,-2.0
2025,12,1,Emmet,Carroll,WHP,WAT,G,31,71.1772603666457,25.0
2025,12,1,Owen,Hiltz,CHA,RED,A,32,66.08030308364907,39.0
2025,12,1,CJ,Kirst,WAT,WHP,A,6,70.3427893317271,54.0
2025,12,1,Zach,Currier,WAT,WHP,M,22,53.14721294787102,12.6
2025,12,1,Andrew,McAdorey,RED,CHA,M,32,57.64336861088616,32.5
2025,12,1,Joseph,Nardella,WHP,WAT,FO,26,35.8278467511439,20.0
2025,12,1,Marcus,Hudgins,WAT,WHP,D,18,43.680846919536464,24.0
2025,12,2,Blaze,Riorden,CHA,RED,G,46,67.36532830700332,15.0
2025,12,2,Owen,Hiltz,CHA,RED,A,32,66.08030308364907,39.0
2025,12,2,CJ,Kirst,WAT,WHP,A,6,70.3427893317271,54.0
2025,12,2,Zach,Currier,WAT,WHP,M,22,53.14721294787102,12.6
2025,12,2,Andrew,McAdorey,RED,CHA,M,32,57.64336861088616,32.5
2025,12,2,Joseph,Nardella,WHP,WAT,FO,26,35.8278467511439,20.0
2025,12,2,Marcus,Hudgins,WAT,WHP,D,18,43.680846919536464,24.0
2025,12,3,Emmet,Carroll,WHP,WAT,G,31,71.1772603666457,25.0
2025,12,3,Owen,Hiltz,CHA,RED,A,32,66.08030308364907,39.0
2025,12,3,CJ,Kirst,WAT,WHP,A,6,70.3427893317271,54.0
2025,12,3,Andrew,McAdorey,RED,CHA,M,32,57.64336861088616,32.5
2025,12,3,Matt,Brandau,WHP,WAT,M,21,45.9793872467715,-4.0
2025,12,3,Joseph,Nardella,WHP,WAT,FO,26,35.8278467511439,20.0
2025,12,3,Marcus,Hudgins,WAT,WHP,D,18,43.680846919536464,24.0
2025,12,4,Emmet,Carroll,WHP,WAT,G,31,71.1772603666457,25.0
2025,12,4,Owen,Hiltz,CHA,RED,A,32,66.08030308364907,39.0
2025,12,4,CJ,Kirst,WAT,WHP,A,6,70.3427893317271,54.0
2025,12,4,Zach,Currier,WAT,WHP,M,22,53.14721294787102,12.6
2025,12,4,Andrew,McAdorey,RED,CHA,M,32,57.64336861088616,32.5
2025,12,4,Justin,Inacio,CHA,RED,FO,17,28.60176125461529,19.5
2025,12,4,Marcus,Hudgins,WAT,WHP,D,18,43.680846919536464,24.0
2025,12,5,Emmet,Carroll,WHP,WAT,G,31,71.1772603666457,25.0
2025,12,5,CJ,Kirst,WAT,WHP,A,6,70.3427893317271,54.0
2025,12,5,Kieran,McArdle,WAT,WHP,A,38,58.79320656302441,64.0
2025,12,5,Zach,Currier,WAT,WHP,M,22,53.14721294787102,12.6
2025,12,5,Andrew,McAdorey,RED,CHA,M,32,57.64336861088616,32.5
2025,12,5,Joseph,Nardella,WHP,WAT,FO,26,35.8278467511439,20.0
2025,12,5,Marcus,Hudgins,WAT,WHP,D,18,43.680846919536464,24.0
2025,13,1,Jeff,Teat,ATL,WAT,A,46,101.06074669334116,47.0
2025,13,1,Logan,McNaney,OUT,RED,G,39,63.224615063271976,25.0
2025,13,1,Trevor,Baptiste,ATL,WAT,FO,33,70.14963463529507,8.0
2025,13,1,CJ,Kirst,WAT,ATL,A,6,72.36618653770562,30.0
2025,13,1,Zach,Currier,WAT,ATL,M,22,44.855480338156255,15.0
2025,13,1,Andrew,McAdorey,RED,OUT,M,32,54.440967787124,9.0
2025,13,1,Michael,Grace,ATL,WAT,D,13,43.7122228083853,2.0
2025,13,2,Jeff,Teat,ATL,WAT,A,46,101.06074669334116,47.0
2025,13,2,Liam,Entenmann,ATL,WAT,G,43,62.92027375978893,56.0
2025,13,2,Trevor,Baptiste,ATL,WAT,FO,33,70.14963463529507,8.0
2025,13,2,CJ,Kirst,WAT,ATL,A,6,72.36618653770562,30.0
2025,13,2,Zach,Currier,WAT,ATL,M,22,44.855480338156255,15.0
2025,13,2,Andrew,McAdorey,RED,OUT,M,32,54.440967787124,9.0
2025,13,2,Michael,Grace,ATL,WAT,D,13,43.7122228083853,2.0
2025,13,3,Jeff,Teat,ATL,WAT,A,46,101.06074669334116,47.0
2025,13,3,Logan,McNaney,OUT,RED,G,39,63.224615063271976,25.0
2025,13,3,Trevor,Baptiste,ATL,WAT,FO,33,70.14963463529507,8.0
2025,13,3,CJ,Kirst,WAT,ATL,A,6,72.36618653770562,30.0
2025,13,3,Andrew,McAdorey,RED,OUT,M,32,54.440967787124,9.0
2025,13,3,Michael,Grace,ATL,WAT,D,13,43.7122228083853,2.0
2025,13,3,Matt,Traynor,ATL,WAT,M,22,44.13777094185177,46.0
2025,13,4,Jeff,Teat,ATL,WAT,A,46,101.06074669334116,47.0
2025,13,4,Liam,Entenmann,ATL,WAT,G,43,62.92027375978893,56.0
2025,13,4,Trevor,Baptiste,ATL,WAT,FO,33,70.14963463529507,8.0
2025,13,4,CJ,Kirst,WAT,ATL,A,6,72.36618653770562,30.0
2025,13,4,Andrew,McAdorey,RED,OUT,M,32,54.440967787124,9.0
2025,13,4,Michael,Grace,ATL,WAT,D,13,43.7122228083853,2.0
2025,13,4,Matt,Traynor,ATL,WAT,M,22,44.13777094185177,46.0
2025,13,5,Jeff,Teat,ATL,WAT,A,46,101.06074669334116,47.0
2025,13,5,Logan,McNaney,OUT,RED,G,39,63.224615063271976,25.0
2025,13,5,Trevor,Baptiste,ATL,WAT,FO,33,70.14963463529507,8.0
2025,13,5,CJ,Kirst,WAT,ATL,A,6,72.36618653770562,30.0
2025,13,5,Andrew,McAdorey,RED,OUT,M,32,54.440967787124,9.0
2025,13,5,Michael,Grace,ATL,WAT,D,13,43.7122228083853,2.0
2025,13,5,Dalton,Young,OUT,RED,M,19,42.47719800418994,20.0
2025,14,1,Jeff,Teat,ATL,OUT,A,46,90.03520907030659,71.0
2025,14,1,Liam,Entenmann,ATL,OUT,G,43,65.0734563189364,39.0
2025,14,1,Trevor,Baptiste,ATL,OUT,FO,33,58.51153600380852,23.6
2025,14,1,Matt,Traynor,ATL,OUT,M,22,47.89302458189889,33.0
2025,14,1,Jared,Bernhardt,OUT,ATL,M,15,38.6649378997619,22.0
2025,14,1,Michael,Grace,ATL,OUT,D,13,39.960005903803776,12.0
2025,14,1,Logan,Wisnauskas,OUT,ATL,A,24,36.000727621995225,19.0
2025,14,2,Jeff,Teat,ATL,OUT,A,46,90.03520907030659,71.0
2025,14,2,Liam,Entenmann,ATL,OUT,G,43,65.0734563189364,39.0
2025,14,2,Trevor,Baptiste,ATL,OUT,FO,33,58.51153600380852,23.6
2025,14,2,Xander,Dickson,ATL,OUT,A,38,48.75250772202466,27.0
2025,14,2,Jared,Bernhardt,OUT,ATL,M,15,38.6649378997619,22.0
2025,14,2,Michael,Grace,ATL,OUT,D,13,39.960005903803776,12.0
2025,14,2,Jonathan,Donville,OUT,ATL,M,10,26.57736508838081,8.0
2025,14,3,Jeff,Teat,ATL,OUT,A,46,90.03520907030659,71.0
2025,14,3,Liam,Entenmann,ATL,OUT,G,43,65.0734563189364,39.0
2025,14,3,Trevor,Baptiste,ATL,OUT,FO,33,58.51153600380852,23.6
2025,14,3,Matt,Traynor,ATL,OUT,M,22,47.89302458189889,33.0
2025,14,3,Michael,Grace,ATL,OUT,D,13,39.960005903803776,12.0
2025,14,3,Logan,Wisnauskas,OUT,ATL,A,24,36.000727621995225,19.0
2025,14,3,Reid,Bowering,ATL,OUT,M,17,29.47922045223939,22.0
2025,14,4,Jeff,Teat,ATL,OUT,A,46,90.03520907030659,71.0
2025,14,4,Liam,Entenmann,ATL,OUT,G,43,65.0734563189364,39.0
2025,14,4,Trevor,Baptiste,ATL,OUT,FO,33,58.51153600380852,23.6
2025,14,4,Matt,Traynor,ATL,OUT,M,22,47.89302458189889,33.0
2025,14,4,Jared,Bernhardt,OUT,ATL,M,15,38.6649378997619,22.0
2025,14,4,Logan,Wisnauskas,OUT,ATL,A,24,36.000727621995225,19.0
2025,14,4,Michael,Rexrode,ATL,OUT,D,10,30.527846069541937,13.0
2025,14,5,Jeff,Teat,ATL,OUT,A,46,90.03520907030659,71.0
2025,14,5,Liam,Entenmann,ATL,OUT,G,43,65.0734563189364,39.0
2025,14,5,Trevor,Baptiste,ATL,OUT,FO,33,58.51153600380852,23.6
2025,14,5,Brennan,O'Neill,OUT,ATL,A,40,46.47198881941367,25.0
2025,14,5,Jared,Bernhardt,OUT,ATL,M,15,38.6649378997619,22.0
2025,14,5,Michael,Grace,ATL,OUT,D,13,39.960005903803776,12.0
2025,14,5,Jonathan,Donville,OUT,ATL,M,10,26.57736508838081,8.0
2026,1,1,Liam,Entenmann,ATL,CHA,G,47,62.41575034771249,47.0
2026,1,1,Connor,Shellenberger,ATL,CHA,A,47,63.56844167364905,29.0
2026,1,1,Kieran,McArdle,WAT,WHP,A,35,59.70495765171381,24.0
2026,1,1,Matt,Brandau,WHP,WAT,M,27,53.16518505658423,56.0
2026,1,1,Andrew,McAdorey,RED,ARC,M,25,54.70348477641736,19.0
2026,1,1,Greg,Weyl,OUT,ARC,D,2,43.83812545663953,10.0
2026,1,1,Mike,Sisselberger,ARC,OUT,FO,6,27.4724338584104,3.1
2026,1,2,Connor,Shellenberger,ATL,CHA,A,47,63.56844167364905,29.0
2026,1,2,Emmet,Carroll,WHP,WAT,G,44,60.20414390071176,13.0
2026,1,2,Kieran,McArdle,WAT,WHP,A,35,59.70495765171381,24.0
2026,1,2,Matt,Brandau,WHP,WAT,M,27,53.16518505658423,56.0
2026,1,2,Andrew,McAdorey,RED,ARC,M,25,54.70348477641736,19.0
2026,1,2,Greg,Weyl,OUT,ARC,D,2,43.83812545663953,10.0
2026,1,2,Mike,Sisselberger,ARC,OUT,FO,6,27.4724338584104,3.1
2026,1,3,Liam,Entenmann,ATL,CHA,G,47,62.41575034771249,47.0
2026,1,3,Connor,Shellenberger,ATL,CHA,A,47,63.56844167364905,29.0
2026,1,3,Aidan,Carroll,WHP,WAT,A,39,57.07594204247452,39.0
2026,1,3,Matt,Brandau,WHP,WAT,M,27,53.16518505658423,56.0
2026,1,3,Andrew,McAdorey,RED,ARC,M,25,54.70348477641736,19.0
2026,1,3,Greg,Weyl,OUT,ARC,D,2,43.83812545663953,10.0
2026,1,3,Mike,Sisselberger,ARC,OUT,FO,6,27.4724338584104,3.1
2026,1,4,Liam,Entenmann,ATL,CHA,G,47,62.41575034771249,47.0
2026,1,4,Connor,Shellenberger,ATL,CHA,A,47,63.56844167364905,29.0
2026,1,4,Matt,Brandau,WHP,WAT,M,27,53.16518505658423,56.0
2026,1,4,Mac,O'Keefe,ARC,OUT,A,18,55.620667291992845,-6.0
2026,1,4,Andrew,McAdorey,RED,ARC,M,25,54.70348477641736,19.0
2026,1,4,TD,Ierlan,RED,ARC,FO,23,28.578066286590108,12.5
2026,1,4,Greg,Weyl,OUT,ARC,D,2,43.83812545663953,10.0
2026,1,5,Connor,Shellenberger,ATL,CHA,A,47,63.56844167364905,29.0
2026,1,5,Emmet,Carroll,WHP,WAT,G,44,60.20414390071176,13.0
2026,1,5,Kieran,McArdle,WAT,WHP,A,35,59.70495765171381,24.0
2026,1,5,Matt,Brandau,WHP,WAT,M,27,53.16518505658423,56.0
2026,1,5,Andrew,McAdorey,RED,ARC,M,25,54.70348477641736,19.0
2026,1,5,Greg,Weyl,OUT,ARC,D,2,43.83812545663953,10.0
2026,1,5,Luke,Wierman,OUT,ARC,FO,20,26.663175383428342,17.7
2026,2,1,Liam,Entenmann,ATL,WHP,G,48,59.98197912740586,38.0
2026,2,1,Marcus,Holman,CAN,CHA,A,28,67.30619081642853,21.0
2026,2,1,Asher,Nolting,CAN,CHA,A,39,67.89188300106336,8.0
2026,2,1,Matt,Brandau,WHP,ATL,M,26,47.31876569938487,10.0
2026,2,1,Andrew,McAdorey,RED,OUT,M,23,58.21361291135867,10.0
2026,2,1,TD,Ierlan,RED,OUT,FO,18,28.211443192252982,8.1
2026,2,1,Ethan,Rall,CAN,WAT,D,16,41.85022616510606,31.0
2026,2,2,Liam,Entenmann,ATL,WHP,G,48,59.98197912740586,38.0
2026,2,2,Marcus,Holman,CAN,CHA,A,28,67.30619081642853,21.0
2026,2,2,Asher,Nolting,CAN,CHA,A,39,67.89188300106336,8.0
2026,2,2,Matt,Brandau,WHP,ATL,M,26,47.31876569938487,10.0
2026,2,2,Andrew,McAdorey,RED,OUT,M,23,58.21361291135867,10.0
2026,2,2,TD,Ierlan,RED,OUT,FO,18,28.211443192252982,8.1
2026,2,2,Gavin,Adler,WAT,CAN,D,11,40.77909230974397,2.0
2026,2,3,Liam,Entenmann,ATL,WHP,G,48,59.98197912740586,38.0
2026,2,3,Marcus,Holman,CAN,CHA,A,28,67.30619081642853,21.0
2026,2,3,Asher,Nolting,CAN,CHA,A,39,67.89188300106336,8.0
2026,2,3,Matt,Brandau,WHP,ATL,M,26,47.31876569938487,10.0
2026,2,3,Andrew,McAdorey,RED,OUT,M,23,58.21361291135867,10.0
2026,2,3,TD,Ierlan,RED,OUT,FO,18,28.211443192252982,8.1
2026,2,3,Ben,Wayer,WAT,CAN,D,16,38.22859110352324,12.0
2026,2,4,Liam,Entenmann,ATL,WHP,G,48,59.98197912740586,38.0
2026,2,4,Marcus,Holman,CAN,CHA,A,28,67.30619081642853,21.0
2026,2,4,Asher,Nolting,CAN,CHA,A,39,67.89188300106336,8.0
2026,2,4,Matt,Brandau,WHP,ATL,M,26,47.31876569938487,10.0
2026,2,4,Andrew,McAdorey,RED,OUT,M,23,58.21361291135867,10.0
2026,2,4,Ethan,Rall,CAN,WAT,D,16,41.85022616510606,31.0
2026,2,4,Luke,Wierman,OUT,RED,FO,16,23.96135636851881,14.5
2026,2,5,Liam,Entenmann,ATL,WHP,G,48,59.98197912740586,38.0
2026,2,5,Marcus,Holman,CAN,CHA,A,28,67.30619081642853,21.0
2026,2,5,Asher,Nolting,CAN,CHA,A,39,67.89188300106336,8.0
2026,2,5,Matt,Brandau,WHP,ATL,M,26,47.31876569938487,10.0
2026,2,5,Andrew,McAdorey,RED,OUT,M,23,58.21361291135867,10.0
2026,2,5,TD,Ierlan,RED,OUT,FO,18,28.211443192252982,8.1
2026,2,5,Owen,Grant,CAN,WAT,D,18,37.37940522037,22.0
2026,3,1,Brian,Kelly,CAN,WHP,A,20,102.11169004997672,23.0
2026,3,1,Mitchell,Dunham,ARC,WHP,D,14,97.5,1.0
2026,3,1,Emmet,Carroll,WHP,ARC,G,40,60.75011405261537,22.0
2026,3,1,Coulter,Mackesy,CAN,WHP,A,39,75.60050014108631,26.0
2026,3,1,Trevor,Baptiste,ATL,OUT,FO,26,57.57869589568558,9.1
2026,3,1,Matt,Brandau,WHP,CAN,M,28,51.410829151721806,4.0
2026,3,1,Levi,Anderson,ATL,OUT,M,22,55.68352288457396,11.0
2026,3,2,Brian,Kelly,CAN,WHP,A,20,102.11169004997672,23.0
2026,3,2,Mitchell,Dunham,ARC,WHP,D,14,97.5,1.0
2026,3,2,Emmet,Carroll,WHP,ARC,G,40,60.75011405261537,22.0
2026,3,2,Coulter,Mackesy,CAN,WHP,A,39,75.60050014108631,26.0
2026,3,2,Trevor,Baptiste,ATL,OUT,FO,26,57.57869589568558,9.1
2026,3,2,Tre,Leclaire,ARC,WHP,M,13,50.3633424538877,-3.0
2026,3,2,Levi,Anderson,ATL,OUT,M,22,55.68352288457396,11.0
2026,3,3,Brian,Kelly,CAN,WHP,A,20,102.11169004997672,23.0
2026,3,3,Brett,Dobson,ARC,WHP,G,45,58.98253670080951,34.0
2026,3,3,Mitchell,Dunham,ARC,WHP,D,14,97.5,1.0
2026,3,3,Coulter,Mackesy,CAN,WHP,A,39,75.60050014108631,26.0
2026,3,3,Trevor,Baptiste,ATL,OUT,FO,26,57.57869589568558,9.1
2026,3,3,Matt,Brandau,WHP,CAN,M,28,51.410829151721806,4.0
2026,3,3,Levi,Anderson,ATL,OUT,M,22,55.68352288457396,11.0
2026,3,4,Brian,Kelly,CAN,WHP,A,20,102.11169004997672,23.0
2026,3,4,Brett,Dobson,ARC,WHP,G,45,58.98253670080951,34.0
2026,3,4,Mitchell,Dunham,ARC,WHP,D,14,97.5,1.0
2026,3,4,Coulter,Mackesy,CAN,WHP,A,39,75.60050014108631,26.0
2026,3,4,Trevor,Baptiste,ATL,OUT,FO,26,57.57869589568558,9.1
2026,3,4,Tre,Leclaire,ARC,WHP,M,13,50.3633424538877,-3.0
2026,3,4,Levi,Anderson,ATL,OUT,M,22,55.68352288457396,11.0
2026,3,5,Brian,Kelly,CAN,WHP,A,20,102.11169004997672,23.0
2026,3,5,Mitchell,Dunham,ARC,WHP,D,14,97.5,1.0
2026,3,5,Emmet,Carroll,WHP,ARC,G,40,60.75011405261537,22.0
2026,3,5,Coulter,Mackesy,CAN,WHP,A,39,75.60050014108631,26.0
2026,3,5,Trevor,Baptiste,ATL,OUT,FO,26,57.57869589568558,9.1
2026,3,5,Matt,Brandau,WHP,CAN,M,28,51.410829151721806,4.0
2026,3,5,Tre,Leclaire,ARC,WHP,M,13,50.3633424538877,-3.0
2026,4,1,Jared,Bernhardt,OUT,CHA,A,30,101.59342336153004,0.0
2026,4,1,Logan,McNaney,OUT,CHA,G,43,68.24834799795073,46.0
2026,4,1,Brian,Kelly,CAN,WAT,A,23,75.04533501835333,-7.0
2026,4,1,Mitchell,Dunham,ARC,CHA,D,14,71.7030507587255,2.0
2026,4,1,Trevor,Baptiste,ATL,RED,FO,23,53.96724163977156,16.7
2026,4,1,Tom,Schreiber,ARC,CHA,M,14,53.886194386196486,0.0
2026,4,1,Tre,Leclaire,ARC,CHA,M,7,50.33409310070861,65.0
2026,4,2,Jared,Bernhardt,OUT,CHA,A,30,101.59342336153004,0.0
2026,4,2,Brett,Dobson,ARC,CHA,G,44,65.47785114178296,44.0
2026,4,2,Brian,Kelly,CAN,WAT,A,23,75.04533501835333,-7.0
2026,4,2,Mitchell,Dunham,ARC,CHA,D,14,71.7030507587255,2.0
2026,4,2,Trevor,Baptiste,ATL,RED,FO,23,53.96724163977156,16.7
2026,4,2,Tom,Schreiber,ARC,CHA,M,14,53.886194386196486,0.0
2026,4,2,Tre,Leclaire,ARC,CHA,M,7,50.33409310070861,65.0
2026,4,3,Jared,Bernhardt,OUT,CHA,A,30,101.59342336153004,0.0
2026,4,3,Logan,McNaney,OUT,CHA,G,43,68.24834799795073,46.0
2026,4,3,Brian,Kelly,CAN,WAT,A,23,75.04533501835333,-7.0
2026,4,3,Mitchell,Dunham,ARC,CHA,D,14,71.7030507587255,2.0
2026,4,3,Trevor,Baptiste,ATL,RED,FO,23,53.96724163977156,16.7
2026,4,3,Tom,Schreiber,ARC,CHA,M,14,53.886194386196486,0.0
2026,4,3,Sam,English,RED,ATL,M,19,47.25074067629575,7.0
2026,4,4,Jared,Bernhardt,OUT,CHA,A,30,101.59342336153004,0.0
2026,4,4,Blaze,Riorden,CHA,OUT,G,44,64.69474092921389,51.0
2026,4,4,Brian,Kelly,CAN,WAT,A,23,75.04533501835333,-7.0
2026,4,4,Mitchell,Dunham,ARC,CHA,D,14,71.7030507587255,2.0
2026,4,4,Trevor,Baptiste,ATL,RED,FO,23,53.96724163977156,16.7
2026,4,4,Tom,Schreiber,ARC,CHA,M,14,53.886194386196486,0.0
2026,4,4,Tre,Leclaire,ARC,CHA,M,7,50.33409310070861,65.0
2026,4,5,Jared,Bernhardt,OUT,CHA,A,30,101.59342336153004,0.0
2026,4,5,Logan,McNaney,OUT,CHA,G,43,68.24834799795073,46.0
2026,4,5,Mitchell,Dunham,ARC,CHA,D,14,71.7030507587255,2.0
2026,4,5,Coulter,Mackesy,CAN,WAT,A,39,71.25697438880364,23.0
2026,4,5,Trevor,Baptiste,ATL,RED,FO,23,53.96724163977156,16.7
2026,4,5,Tom,Schreiber,ARC,CHA,M,14,53.886194386196486,0.0
2026,4,5,Tre,Leclaire,ARC,CHA,M,7,50.33409310070861,65.0
2026,5,1,Liam,Entenmann,ATL,WHP,G,50,59.44023851369131,44.0
2026,5,1,Joey,Spallina,WHP,ATL,A,27,77.24095288511353,11.0
2026,5,1,Coulter,Mackesy,CAN,ATL,A,40,71.5602757870482,1.0
2026,5,1,Andrew,McMeekin,CAN,ATL,FO,17,52.87124635349229,32.3
2026,5,1,Mitchell,Dunham,ARC,RED,D,12,61.99531776017121,12.0
2026,5,1,Matt,Brandau,WHP,ATL,M,27,54.8294083985484,17.0
2026,5,1,Levi,Anderson,ATL,WHP,M,18,51.517224574675176,9.0
2026,5,2,Liam,Entenmann,ATL,WHP,G,50,59.44023851369131,44.0
2026,5,2,Joey,Spallina,WHP,ATL,A,27,77.24095288511353,11.0
2026,5,2,Connor,Shellenberger,ATL,CAN,A,36,69.91063461768839,42.0
2026,5,2,Andrew,McMeekin,CAN,ATL,FO,17,52.87124635349229,32.3
2026,5,2,Mitchell,Dunham,ARC,RED,D,12,61.99531776017121,12.0
2026,5,2,Matt,Brandau,WHP,ATL,M,27,54.8294083985484,17.0
2026,5,2,Levi,Anderson,ATL,WHP,M,18,51.517224574675176,9.0
2026,5,3,Brett,Dobson,ARC,RED,G,48,55.61179176252927,55.0
2026,5,3,Joey,Spallina,WHP,ATL,A,27,77.24095288511353,11.0
2026,5,3,Coulter,Mackesy,CAN,ATL,A,40,71.5602757870482,1.0
2026,5,3,Andrew,McMeekin,CAN,ATL,FO,17,52.87124635349229,32.3
2026,5,3,Mitchell,Dunham,ARC,RED,D,12,61.99531776017121,12.0
2026,5,3,Matt,Brandau,WHP,ATL,M,27,54.8294083985484,17.0
2026,5,3,Levi,Anderson,ATL,WHP,M,18,51.517224574675176,9.0
2026,5,4,Brett,Dobson,ARC,RED,G,48,55.61179176252927,55.0
2026,5,4,Joey,Spallina,WHP,ATL,A,27,77.24095288511353,11.0
2026,5,4,Connor,Shellenberger,ATL,CAN,A,36,69.91063461768839,42.0
2026,5,4,Andrew,McMeekin,CAN,ATL,FO,17,52.87124635349229,32.3
2026,5,4,Mitchell,Dunham,ARC,RED,D,12,61.99531776017121,12.0
2026,5,4,Matt,Brandau,WHP,ATL,M,27,54.8294083985484,17.0
2026,5,4,Levi,Anderson,ATL,WHP,M,18,51.517224574675176,9.0
2026,5,5,Liam,Entenmann,ATL,WHP,G,50,59.44023851369131,44.0
2026,5,5,Joey,Spallina,WHP,ATL,A,27,77.24095288511353,11.0
2026,5,5,Coulter,Mackesy,CAN,ATL,A,40,71.5602757870482,1.0
2026,5,5,Andrew,McMeekin,CAN,ATL,FO,17,52.87124635349229,32.3
2026,5,5,Mitchell,Dunham,ARC,RED,D,12,61.99531776017121,12.0
2026,5,5,Matt,Brandau,WHP,ATL,M,27,54.8294083985484,17.0
2026,5,5,Tre,Leclaire,ARC,RED,M,18,45.51538758554516,17.0
2026,6,1,Leo,Johnson,ARC,WAT,M,18,100.01277440398457,7.0
2026,6,1,Sam,King,ARC,WAT,M,27,75.75622771465619,27.0
2026,6,1,Emmet,Carroll,WHP,OUT,G,38,58.134502049490486,19.0
2026,6,1,Owen,Hiltz,CHA,RED,A,33,63.343809693622575,12.0
2026,6,1,Andrew,McMeekin,CAN,RED,FO,22,49.97226905799574,23.4
2026,6,1,Coulter,Mackesy,CAN,RED,A,36,69.46019297331648,63.0
2026,6,1,Mitchell,Dunham,ARC,WAT,D,20,55.14460640543098,1.0
2026,6,2,Leo,Johnson,ARC,WAT,M,18,100.01277440398457,7.0
2026,6,2,Sam,King,ARC,WAT,M,27,75.75622771465619,27.0
2026,6,2,Emmet,Carroll,WHP,OUT,G,38,58.134502049490486,19.0
2026,6,2,Marcus,Holman,CAN,RED,A,37,62.59976836899818,46.0
2026,6,2,Andrew,McMeekin,CAN,RED,FO,22,49.97226905799574,23.4
2026,6,2,Coulter,Mackesy,CAN,RED,A,36,69.46019297331648,63.0
2026,6,2,Mitchell,Dunham,ARC,WAT,D,20,55.14460640543098,1.0
2026,6,3,Blaze,Riorden,CHA,RED,G,43,56.700928986998605,72.0
2026,6,3,Leo,Johnson,ARC,WAT,M,18,100.01277440398457,7.0
2026,6,3,Sam,King,ARC,WAT,M,27,75.75622771465619,27.0
2026,6,3,Owen,Hiltz,CHA,RED,A,33,63.343809693622575,12.0
2026,6,3,Andrew,McMeekin,CAN,RED,FO,22,49.97226905799574,23.4
2026,6,3,Coulter,Mackesy,CAN,RED,A,36,69.46019297331648,63.0
2026,6,3,Mitchell,Dunham,ARC,WAT,D,20,55.14460640543098,1.0
2026,6,4,Leo,Johnson,ARC,WAT,M,18,100.01277440398457,7.0
2026,6,4,Sam,King,ARC,WAT,M,27,75.75622771465619,27.0
2026,6,4,Emmet,Carroll,WHP,OUT,G,38,58.134502049490486,19.0
2026,6,4,Andrew,McMeekin,CAN,RED,FO,22,49.97226905799574,23.4
2026,6,4,Coulter,Mackesy,CAN,RED,A,36,69.46019297331648,63.0
2026,6,4,Mac,O'Keefe,ARC,WAT,A,25,57.06315831034405,20.0
2026,6,4,Mitchell,Dunham,ARC,WAT,D,20,55.14460640543098,1.0
2026,6,5,Leo,Johnson,ARC,WAT,M,18,100.01277440398457,7.0
2026,6,5,Sam,King,ARC,WAT,M,27,75.75622771465619,27.0
2026,6,5,Emmet,Carroll,WHP,OUT,G,38,58.134502049490486,19.0
2026,6,5,Andrew,McMeekin,CAN,RED,FO,22,49.97226905799574,23.4
2026,6,5,Joey,Spallina,WHP,OUT,A,24,56.53583575955699,48.0
2026,6,5,Coulter,Mackesy,CAN,RED,A,36,69.46019297331648,63.0
2026,6,5,Mitchell,Dunham,ARC,WAT,D,20,55.14460640543098,1.0
2026,8,1,Connor,Shellenberger,ATL,ARC,A,40,74.81398231713813,24.0
2026,8,1,Emmet,Carroll,WHP,CHA,G,36,55.48286544278172,29.0
2026,8,1,Joey,Spallina,WHP,CHA,A,32,66.15453201696221,42.0
2026,8,1,Sam,King,ARC,ATL,M,26,63.349299888179,39.0
2026,8,1,Ty,English,CHA,WHP,D,18,78.67456427961277,33.0
2026,8,1,Andrew,McMeekin,CAN,OUT,FO,25,44.960820059326416,37.4
2026,8,1,Matt,Brandau,WHP,CHA,M,22,68.3461651696261,4.0
2026,8,2,Connor,Shellenberger,ATL,ARC,A,40,74.81398231713813,24.0
2026,8,2,Emmet,Carroll,WHP,CHA,G,36,55.48286544278172,29.0
2026,8,2,Joey,Spallina,WHP,CHA,A,32,66.15453201696221,42.0
2026,8,2,Ty,English,CHA,WHP,D,18,78.67456427961277,33.0
2026,8,2,Andrew,McMeekin,CAN,OUT,FO,25,44.960820059326416,37.4
2026,8,2,Matt,Brandau,WHP,CHA,M,22,68.3461651696261,4.0
2026,8,2,Leo,Johnson,ARC,ATL,M,20,62.80780962831573,12.0
2026,8,3,Connor,Shellenberger,ATL,ARC,A,40,74.81398231713813,24.0
