year,week,lineup_rank,firstName,lastName,team,opponent,position,salary,sim_p90,actualPoints
2026,8,3,Marcus,Holman,CAN,OUT,A,37,66.12816007890135,30.0
2026,8,3,Emmet,Carroll,WHP,CHA,G,36,55.48286544278172,29.0
2026,8,3,Ty,English,CHA,WHP,D,18,78.67456427961277,33.0
2026,8,3,Andrew,McMeekin,CAN,OUT,FO,25,44.960820059326416,37.4
2026,8,3,Matt,Brandau,WHP,CHA,M,22,68.3461651696261,4.0
2026,8,3,Leo,Johnson,ARC,ATL,M,20,62.80780962831573,12.0
2026,8,4,Blaze,Riorden,CHA,WHP,G,46,63.99832863524155,10.0
2026,8,4,Marcus,Holman,CAN,OUT,A,37,66.12816007890135,30.0
2026,8,4,Joey,Spallina,WHP,CHA,A,32,66.15453201696221,42.0
2026,8,4,Ty,English,CHA,WHP,D,18,78.67456427961277,33.0
2026,8,4,Andrew,McMeekin,CAN,OUT,FO,25,44.960820059326416,37.4
2026,8,4,Matt,Brandau,WHP,CHA,M,22,68.3461651696261,4.0
2026,8,4,Leo,Johnson,ARC,ATL,M,20,62.80780962831573,12.0
2026,8,5,Connor,Shellenberger,ATL,ARC,A,40,74.81398231713813,24.0
2026,8,5,Joey,Spallina,WHP,CHA,A,32,66.15453201696221,42.0
2026,8,5,Sam,King,ARC,ATL,M,26,63.349299888179,39.0
2026,8,5,Ty,English,CHA,WHP,D,18,78.67456427961277,33.0
2026,8,5,Colin,Kirst,CAN,OUT,G,33,54.00726526605887,11.0
2026,8,5,Andrew,McMeekin,CAN,OUT,FO,25,44.960820059326416,37.4
2026,8,5,Matt,Brandau,WHP,CHA,M,22,68.3461651696261,4.0
2026,9,1,Connor,Shellenberger,ATL,CAN,A,39,79.67751838415185,30.0
2026,9,1,Joey,Spallina,WHP,RED,A,35,75.13950292336601,57.0
2026,9,1,Andrew,McMeekin,CAN,ATL,FO,30,68.69055726026858,6.5
2026,9,1,Ty,English,CHA,OUT,D,28,71.67229445057055,11.0
2026,9,1,Colin,Kirst,CAN,ATL,G,30,60.91543338952605,31.0
2026,9,1,Leo,Johnson,ARC,WAT,M,19,54.8135768694819,5.0
2026,9,1,Matt,Brandau,WHP,RED,M,19,52.5286451437495,17.0
2026,9,2,Blaze,Riorden,CHA,OUT,G,43,76.43217066075854,20.0
2026,9,2,Joey,Spallina,WHP,RED,A,35,75.13950292336601,57.0
2026,9,2,Andrew,McMeekin,CAN,ATL,FO,30,68.69055726026858,6.5
2026,9,2,Ty,English,CHA,OUT,D,28,71.67229445057055,11.0
2026,9,2,Mac,O'Keefe,ARC,WAT,A,26,61.054478919312245,14.0
2026,9,2,Leo,Johnson,ARC,WAT,M,19,54.8135768694819,5.0
2026,9,2,Matt,Brandau,WHP,RED,M,19,52.5286451437495,17.0
2026,9,3,Blaze,Riorden,CHA,OUT,G,43,76.43217066075854,20.0
2026,9,3,Connor,Shellenberger,ATL,CAN,A,39,79.67751838415185,30.0
2026,9,3,Trevor,Baptiste,ATL,CAN,FO,25,61.12664208526814,12.0
2026,9,3,Ty,English,CHA,OUT,D,28,71.67229445057055,11.0
2026,9,3,Mac,O'Keefe,ARC,WAT,A,26,61.054478919312245,14.0
2026,9,3,Leo,Johnson,ARC,WAT,M,19,54.8135768694819,5.0
2026,9,3,Matt,Brandau,WHP,RED,M,19,52.5286451437495,17.0
2026,9,4,Brett,Dobson,ARC,WAT,G,45,79.04933328792491,23.0
2026,9,4,Joey,Spallina,WHP,RED,A,35,75.13950292336601,57.0
2026,9,4,Andrew,McMeekin,CAN,ATL,FO,30,68.69055726026858,6.5
2026,9,4,Ty,English,CHA,OUT,D,28,71.67229445057055,11.0
2026,9,4,Kieran,McArdle,WAT,ARC,A,23,55.07136138198806,38.0
2026,9,4,Leo,Johnson,ARC,WAT,M,19,54.8135768694819,5.0
2026,9,4,Matt,Brandau,WHP,RED,M,19,52.5286451437495,17.0
2026,9,5,Connor,Shellenberger,ATL,CAN,A,39,79.67751838415185,30.0
2026,9,5,Joey,Spallina,WHP,RED,A,35,75.13950292336601,57.0
2026,9,5,Trevor,Baptiste,ATL,CAN,FO,25,61.12664208526814,12.0
2026,9,5,Ty,English,CHA,OUT,D,28,71.67229445057055,11.0
2026,9,5,Colin,Kirst,CAN,ATL,G,30,60.91543338952605,31.0
2026,9,5,Leo,Johnson,ARC,WAT,M,19,54.8135768694819,5.0
2026,9,5,Matt,Brandau,WHP,RED,M,19,52.5286451437495,17.0
2026,10,1,Joey,Spallina,WHP,ARC,A,40,74.58563688692118,32.0
2026,10,1,Connor,Shellenberger,ATL,WAT,A,39,79.10066032049829,7.0
2026,10,1,Trevor,Baptiste,ATL,WAT,FO,22,65.99637850475908,4.6
2026,10,1,Colin,Kirst,CAN,CHA,G,32,63.88486306345936,22.0
2026,10,1,Teddy,Malone,CHA,CAN,M,17,61.41066350997179,53.0
2026,10,1,Ty,English,CHA,CAN,D,23,55.451173827181066,17.3
2026,10,1,Matt,Brandau,WHP,ARC,M,19,57.45376960336037,-4.0
2026,10,2,Connor,Shellenberger,ATL,WAT,A,39,79.10066032049829,7.0
2026,10,2,Marcus,Holman,CAN,CHA,A,38,71.54880517781196,58.0
2026,10,2,Trevor,Baptiste,ATL,WAT,FO,22,65.99637850475908,4.6
2026,10,2,Colin,Kirst,CAN,CHA,G,32,63.88486306345936,22.0
2026,10,2,Teddy,Malone,CHA,CAN,M,17,61.41066350997179,53.0
2026,10,2,Ty,English,CHA,CAN,D,23,55.451173827181066,17.3
2026,10,2,Matt,Brandau,WHP,ARC,M,19,57.45376960336037,-4.0
2026,10,3,Joey,Spallina,WHP,ARC,A,40,74.58563688692118,32.0
2026,10,3,Marcus,Holman,CAN,CHA,A,38,71.54880517781196,58.0
2026,10,3,Trevor,Baptiste,ATL,WAT,FO,22,65.99637850475908,4.6
2026,10,3,Colin,Kirst,CAN,CHA,G,32,63.88486306345936,22.0
2026,10,3,Teddy,Malone,CHA,CAN,M,17,61.41066350997179,53.0
2026,10,3,Ty,English,CHA,CAN,D,23,55.451173827181066,17.3
2026,10,3,Matt,Brandau,WHP,ARC,M,19,57.45376960336037,-4.0
2026,10,4,Joey,Spallina,WHP,ARC,A,40,74.58563688692118,32.0
2026,10,4,Connor,Shellenberger,ATL,WAT,A,39,79.10066032049829,7.0
2026,10,4,Trevor,Baptiste,ATL,WAT,FO,22,65.99637850475908,4.6
2026,10,4,Colin,Kirst,CAN,CHA,G,32,63.88486306345936,22.0
2026,10,4,Teddy,Malone,CHA,CAN,M,17,61.41066350997179,53.0
2026,10,4,Matt,Brandau,WHP,ARC,M,19,57.45376960336037,-4.0
2026,10,4,Will,Donovan,CAN,CHA,D,18,46.62931964469696,43.0
2026,10,5,Brett,Dobson,ARC,WHP,G,44,62.5071059212957,59.0
2026,10,5,Joey,Spallina,WHP,ARC,A,40,74.58563688692118,32.0
2026,10,5,Connor,Shellenberger,ATL,WAT,A,39,79.10066032049829,7.0
2026,10,5,Trevor,Baptiste,ATL,WAT,FO,22,65.99637850475908,4.6
2026,10,5,Teddy,Malone,CHA,CAN,M,17,61.41066350997179,53.0
2026,10,5,Matt,Brandau,WHP,ARC,M,19,57.45376960336037,-4.0
2026,10,5,Will,Donovan,CAN,CHA,D,18,46.62931964469696,43.0
2026,11,1,Blaze,Riorden,CHA,WAT,G,40,77.4951814049104,18.0
2026,11,1,Marcus,Holman,CAN,ARC,A,38,68.01409566517057,21.0
2026,11,1,Trevor,Baptiste,ATL,RED,FO,19,54.065404495168735,2.5
2026,11,1,Mac,O'Keefe,ARC,CAN,A,27,55.6104706339592,9.0
2026,11,1,Tre,Leclaire,ARC,CAN,M,36,65.9566310864704,10.0
2026,11,1,Andrew,McAdorey,RED,CHA,M,18,45.15442595561723,5.0
2026,11,1,Will,Donovan,CAN,ARC,D,20,45.13670101395355,10.0
2026,11,2,Blaze,Riorden,CHA,WAT,G,40,77.4951814049104,18.0
2026,11,2,Joey,Spallina,WHP,OUT,A,39,66.25202608401348,57.0
2026,11,2,Trevor,Baptiste,ATL,RED,FO,19,54.065404495168735,2.5
2026,11,2,Mac,O'Keefe,ARC,CAN,A,27,55.6104706339592,9.0
2026,11,2,Tre,Leclaire,ARC,CAN,M,36,65.9566310864704,10.0
2026,11,2,Andrew,McAdorey,RED,CHA,M,18,45.15442595561723,5.0
2026,11,2,Will,Donovan,CAN,ARC,D,20,45.13670101395355,10.0
2026,11,3,Blaze,Riorden,CHA,WAT,G,40,77.4951814049104,18.0
2026,11,3,Joey,Spallina,WHP,OUT,A,39,66.25202608401348,57.0
2026,11,3,Marcus,Holman,CAN,ARC,A,38,68.01409566517057,21.0
2026,11,3,Trevor,Baptiste,ATL,RED,FO,19,54.065404495168735,2.5
2026,11,3,Tre,Leclaire,ARC,CAN,M,36,65.9566310864704,10.0
2026,11,3,Andrew,McAdorey,RED,CHA,M,18,45.15442595561723,5.0
2026,11,3,Matthew,Dunn,WHP,OUT,D,10,29.683951096349716,48.0
2026,11,4,Blaze,Riorden,CHA,WAT,G,40,77.4951814049104,18.0
2026,11,4,Joey,Spallina,WHP,OUT,A,39,66.25202608401348,57.0
2026,11,4,Marcus,Holman,CAN,ARC,A,38,68.01409566517057,21.0
2026,11,4,Trevor,Baptiste,ATL,RED,FO,19,54.065404495168735,2.5
2026,11,4,Tre,Leclaire,ARC,CAN,M,36,65.9566310864704,10.0
2026,11,4,Andrew,McAdorey,RED,CHA,M,18,45.15442595561723,5.0
2026,11,4,Gavin,Adler,WAT,CHA,D,9,29.514004978381912,10.0
2026,11,5,Blaze,Riorden,CHA,WAT,G,40,77.4951814049104,18.0
2026,11,5,Marcus,Holman,CAN,ARC,A,38,68.01409566517057,21.0
2026,11,5,Xander,Dickson,ATL,RED,A,28,50.624732860924,21.0
2026,11,5,Trevor,Baptiste,ATL,RED,FO,19,54.065404495168735,2.5
2026,11,5,Tre,Leclaire,ARC,CAN,M,36,65.9566310864704,10.0
2026,11,5,Andrew,McAdorey,RED,CHA,M,18,45.15442595561723,5.0
2026,11,5,Will,Donovan,CAN,ARC,D,20,45.13670101395355,10.0
2026,12,1,TJ,Malone,WHP,CAN,A,42,64.03609828360688,5.0
2026,12,1,Teddy,Malone,CHA,ARC,M,25,66.56362404512574,38.0
2026,12,1,Colin,Kirst,CAN,WHP,G,31,55.43457201369359,0.0
2026,12,1,Trevor,Baptiste,ATL,OUT,FO,19,54.3549786152907,10.9
2026,12,1,Mac,O'Keefe,ARC,CHA,A,26,52.85450630487494,65.0
2026,12,1,Tre,Leclaire,ARC,CHA,M,34,65.36285997139784,8.0
2026,12,1,Will,Donovan,CAN,RED,D,23,46.31707973412938,-2.0
2026,12,2,Brett,Dobson,ARC,CHA,G,48,69.26100724272497,25.0
2026,12,2,Teddy,Malone,CHA,ARC,M,25,66.56362404512574,38.0
2026,12,2,Trevor,Baptiste,ATL,OUT,FO,19,54.3549786152907,10.9
2026,12,2,Owen,Hiltz,CHA,ARC,A,25,47.62371833979189,20.0
2026,12,2,Mac,O'Keefe,ARC,CHA,A,26,52.85450630487494,65.0
2026,12,2,Tre,Leclaire,ARC,CHA,M,34,65.36285997139784,8.0
2026,12,2,Will,Donovan,CAN,RED,D,23,46.31707973412938,-2.0
2026,12,3,Marcus,Holman,CAN,RED,A,43,64.947674762163,42.0
2026,12,3,Teddy,Malone,CHA,ARC,M,25,66.56362404512574,38.0
2026,12,3,Colin,Kirst,CAN,WHP,G,31,55.43457201369359,0.0
2026,12,3,Trevor,Baptiste,ATL,OUT,FO,19,54.3549786152907,10.9
2026,12,3,Owen,Hiltz,CHA,ARC,A,25,47.62371833979189,20.0
2026,12,3,Tre,Leclaire,ARC,CHA,M,34,65.36285997139784,8.0
2026,12,3,Will,Donovan,CAN,RED,D,23,46.31707973412938,-2.0
2026,12,4,TJ,Malone,WHP,CAN,A,42,64.03609828360688,5.0
2026,12,4,Teddy,Malone,CHA,ARC,M,25,66.56362404512574,38.0
2026,12,4,Colin,Kirst,CAN,WHP,G,31,55.43457201369359,0.0
2026,12,4,Trevor,Baptiste,ATL,OUT,FO,19,54.3549786152907,10.9
2026,12,4,Owen,Hiltz,CHA,ARC,A,25,47.62371833979189,20.0
2026,12,4,Tre,Leclaire,ARC,CHA,M,34,65.36285997139784,8.0
2026,12,4,Will,Donovan,CAN,RED,D,23,46.31707973412938,-2.0
2026,12,5,Brett,Dobson,ARC,CHA,G,48,69.26100724272497,25.0
2026,12,5,Teddy,Malone,CHA,ARC,M,25,66.56362404512574,38.0
2026,12,5,Trevor,Baptiste,ATL,OUT,FO,19,54.3549786152907,10.9
2026,12,5,Mac,O'Keefe,ARC,CHA,A,26,52.85450630487494,65.0
2026,12,5,Ryder,Garnsey,RED,CAN,A,25,44.77986010167504,21.0
2026,12,5,Tre,Leclaire,ARC,CHA,M,34,65.36285997139784,8.0
2026,12,5,Will,Donovan,CAN,RED,D,23,46.31707973412938,-2.0
